 "LAT","LON","SFCWind (m/s)"   
    3.00    9.00  2.2993
    3.00   10.00  1.7177
    3.00   11.00  1.3371
    3.00   12.00  1.4164
    3.00   13.00  1.9153
    3.00   14.00  2.6503
    3.00   15.00  3.6511
    3.00   16.00  4.7323
    3.00   17.00  5.9727
    3.00   18.00  7.1940
    3.00   19.00  8.4004
    3.00   20.00  9.1035
    3.00   21.00  9.4860
    3.00   22.00  9.2730
    3.00   23.00  8.2626
    3.00   24.00  6.8623
    3.00   25.00  4.4388
    3.00   26.00  2.7576
    3.00   27.00  2.3400
    3.00   28.00  4.0531
    3.00   29.00  6.5928
    3.00   30.00  8.3054
    3.00   31.00  9.6834
    3.00   32.00 10.5382
    3.00   33.00 11.0722
    3.00   34.00 11.4783
    3.00   35.00 11.7782
    3.00   36.00 12.0406
    3.00   37.00 12.2513
    3.00   38.00 12.2776
    3.00   39.00 12.2138
    3.00   40.00 11.8638
    3.00   41.00 11.4077
    3.00   42.00 10.8165
    3.00   43.00 10.1277
    3.00   44.00  9.4057
    3.00   45.00  8.6424
    3.00   46.00  7.8725
    3.00   47.00  7.0950
    3.00   48.00  6.2638
    3.00   49.00  5.3934
    3.00   50.00  4.3646
    3.00   51.00  3.2605
    3.00   52.00  2.0781
    3.00   53.00  1.3319
    3.00   54.00  0.9487
    3.00   55.00  1.9013
    3.00   56.00  2.8762
    3.00   57.00  3.8726
    3.00   58.00  4.7949
    3.00   59.00  5.6645
    3.00   60.00  6.3646
    3.00   61.00  6.8934
    3.00   62.00  7.2705
    3.00   63.00  7.4058
    3.00   64.00  7.4905
    3.00   65.00  7.5211
    3.00   66.00  7.5713
    3.00   67.00  7.6371
    3.00   68.00  7.6206
    3.00   69.00  7.5549
    3.00   70.00  7.3626
    3.00   71.00  7.1651
    3.00   72.00  6.9639
    3.00   73.00  6.8586
    3.00   74.00  6.7498
    3.00   75.00  6.6068
    3.00   76.00  6.2904
    3.00   77.00  5.8583
    3.00   78.00  5.1281
    3.00   79.00  4.3709
    3.00   80.00  3.5933
    3.00   81.00  3.0016
    3.00   82.00  2.5238
    3.00   83.00  2.3927
    3.00   84.00  2.3059
    3.00   85.00  2.2934
    3.00   86.00  2.1682
    3.00   87.00  1.9822
    3.00   88.00  1.6821
    3.00   89.00  1.6466
    3.00   90.00  2.1508
    3.00   91.00  3.2534
    3.00   92.00  4.6496
    3.00   93.00  5.9340
    3.00   94.00  7.0327
    3.00   95.00  7.7866
    3.00   96.00  8.3092
    3.00   97.00  8.7257
    3.00   98.00  9.0738
    3.00   99.00  9.4133
    3.00  100.00  9.7388
    3.00  101.00  9.8384
    3.00  102.00  9.8020
    3.00  103.00  9.0116
    3.00  104.00  7.9211
    3.00  105.00  6.3802
    3.00  106.00  4.7465
    3.00  107.00  3.0967
    3.00  108.00  1.6344
    3.00  109.00  0.9857
    3.00  110.00  1.4606
    3.00  111.00  2.2753
    3.00  112.00  3.1614
    3.00  113.00  3.7227
    3.00  114.00  4.2146
    3.00  115.00  4.6184
    3.00  116.00  5.0916
    3.00  117.00  5.6195
    3.00  118.00  6.3897
    3.00  119.00  7.2642
    3.00  120.00  8.2561
    3.00  121.00  9.0669
    3.00  122.00  9.7104
    3.00  123.00  9.6463
    3.00  124.00  9.1080
    3.00  125.00  8.0762
    3.00  126.00  6.5957
    3.00  127.00  5.0150
    3.00  128.00  3.3932
    3.00  129.00  1.9216
    3.00  130.00  0.5945
    3.00  131.00  0.8812
    3.00  132.00  1.4100
    3.00  133.00  1.8563
    3.00  134.00  2.0293
    3.00  135.00  1.9695
    3.00  136.00  1.9489
    3.00  137.00  2.1159
    3.00  138.00  2.9295
    3.00  139.00  3.8325
    3.00  140.00  4.8058
    3.00  141.00  5.3950
    3.00  142.00  5.8334
    3.00  143.00  5.9298
    3.00  144.00  5.9155
    3.00  145.00  5.8211
    3.00  146.00  5.7165
    3.00  147.00  5.6149
    3.00  148.00  5.5235
    3.00  149.00  5.4488
    3.00  150.00  5.3848
    3.00  151.00  5.4429
    3.00  152.00  5.5736
    3.00  153.00  5.8668
    3.00  154.00  6.3132
    3.00  155.00  6.8497
    3.00  156.00  7.5182
    3.00  157.00  8.1528
    3.00  158.00  8.7032
    3.00  159.00  9.0333
    3.00  160.00  9.2447
    3.00  161.00  9.1053
    3.00  162.00  8.8731
    3.00  163.00  8.4674
    3.00  164.00  7.8864
    3.00  165.00  7.2156
    3.00  166.00  6.1934
    3.00  167.00  5.0534
    3.00  168.00  3.7037
    3.00  169.00  2.6299
    3.00  170.00  1.7363
    3.00  171.00  2.3299
    3.00  172.00  2.8994
    3.00  173.00  3.4295
    3.00  174.00  3.5063
    3.00  175.00  3.3886
    3.00  176.00  2.9160
    3.00  177.00  2.4544
    3.00  178.00  2.0085
    3.00  179.00  1.9060
    4.00    0.00  5.4234
    4.00    1.00  5.4273
    4.00    2.00  5.4444
    4.00    3.00  5.3510
    4.00    4.00  5.1811
    4.00    5.00  4.7908
    4.00    6.00  4.3367
    4.00    7.00  3.7551
    4.00    8.00  3.1371
    4.00    9.00  2.4969
    4.00   10.00  1.9034
    4.00   11.00  1.4756
    4.00   12.00  1.4303
    4.00   13.00  1.8501
    4.00   14.00  2.5317
    4.00   15.00  3.5634
    4.00   16.00  4.6768
    4.00   17.00  5.9487
    4.00   18.00  7.1755
    4.00   19.00  8.3738
    4.00   20.00  9.0465
    4.00   21.00  9.4043
    4.00   22.00  9.1775
    4.00   23.00  8.1789
    4.00   24.00  6.8021
    4.00   25.00  4.4098
    4.00   26.00  2.7325
    4.00   27.00  2.2727
    4.00   28.00  4.0046
    4.00   29.00  6.5886
    4.00   30.00  8.3511
    4.00   31.00  9.7678
    4.00   32.00 10.6436
    4.00   33.00 11.1671
    4.00   34.00 11.5494
    4.00   35.00 11.8071
    4.00   36.00 12.0307
    4.00   37.00 12.2071
    4.00   38.00 12.2104
    4.00   39.00 12.1284
    4.00   40.00 11.7706
    4.00   41.00 11.3145
    4.00   42.00 10.7330
    4.00   43.00 10.0717
    4.00   44.00  9.3820
    4.00   45.00  8.6501
    4.00   46.00  7.8943
    4.00   47.00  7.1104
    4.00   48.00  6.2454
    4.00   49.00  5.3347
    4.00   50.00  4.2677
    4.00   51.00  3.1262
    4.00   52.00  1.9072
    4.00   53.00  1.2479
    4.00   54.00  0.9787
    4.00   55.00  2.0548
    4.00   56.00  3.1089
    4.00   57.00  4.1417
    4.00   58.00  5.0470
    4.00   59.00  5.8861
    4.00   60.00  6.5394
    4.00   61.00  7.0345
    4.00   62.00  7.3894
    4.00   63.00  7.5297
    4.00   64.00  7.6213
    4.00   65.00  7.6507
    4.00   66.00  7.6778
    4.00   67.00  7.7028
    4.00   68.00  7.6276
    4.00   69.00  7.4999
    4.00   70.00  7.2415
    4.00   71.00  6.9773
    4.00   72.00  6.7087
    4.00   73.00  6.5808
    4.00   74.00  6.4738
    4.00   75.00  6.3917
    4.00   76.00  6.1518
    4.00   77.00  5.8067
    4.00   78.00  5.1314
    4.00   79.00  4.4129
    4.00   80.00  3.6373
    4.00   81.00  3.0222
    4.00   82.00  2.5054
    4.00   83.00  2.3317
    4.00   84.00  2.2133
    4.00   85.00  2.1945
    4.00   86.00  2.0770
    4.00   87.00  1.9062
    4.00   88.00  1.5468
    4.00   89.00  1.4296
    4.00   90.00  1.8079
    4.00   91.00  2.8101
    4.00   92.00  4.1197
    4.00   93.00  5.4374
    4.00   94.00  6.6148
    4.00   95.00  7.5318
    4.00   96.00  8.1346
    4.00   97.00  8.5898
    4.00   98.00  8.8351
    4.00   99.00  9.0925
    4.00  100.00  9.3695
    4.00  101.00  9.4693
    4.00  102.00  9.4515
    4.00  103.00  8.6687
    4.00  104.00  7.6340
    4.00  105.00  6.2214
    4.00  106.00  4.8263
    4.00  107.00  3.4426
    4.00  108.00  2.1194
    4.00  109.00  1.3612
    4.00  110.00  1.3833
    4.00  111.00  1.9941
    4.00  112.00  2.7700
    4.00  113.00  3.3586
    4.00  114.00  3.8779
    4.00  115.00  4.3089
    4.00  116.00  4.8548
    4.00  117.00  5.4701
    4.00  118.00  6.3454
    4.00  119.00  7.2901
    4.00  120.00  8.3134
    4.00  121.00  9.0418
    4.00  122.00  9.5702
    4.00  123.00  9.3565
    4.00  124.00  8.7349
    4.00  125.00  7.6890
    4.00  126.00  6.3227
    4.00  127.00  4.8847
    4.00  128.00  3.4167
    4.00  129.00  2.0200
    4.00  130.00  0.6917
    4.00  131.00  0.8843
    4.00  132.00  1.3328
    4.00  133.00  1.8146
    4.00  134.00  1.9886
    4.00  135.00  1.9004
    4.00  136.00  1.7855
    4.00  137.00  1.8883
    4.00  138.00  2.7759
    4.00  139.00  3.7423
    4.00  140.00  4.7707
    4.00  141.00  5.3681
    4.00  142.00  5.8054
    4.00  143.00  5.8879
    4.00  144.00  5.8681
    4.00  145.00  5.7744
    4.00  146.00  5.6761
    4.00  147.00  5.5787
    4.00  148.00  5.4849
    4.00  149.00  5.4091
    4.00  150.00  5.3448
    4.00  151.00  5.4191
    4.00  152.00  5.5700
    4.00  153.00  5.8910
    4.00  154.00  6.3581
    4.00  155.00  6.9109
    4.00  156.00  7.5711
    4.00  157.00  8.1926
    4.00  158.00  8.7207
    4.00  159.00  9.0300
    4.00  160.00  9.2215
    4.00  161.00  9.0695
    4.00  162.00  8.8276
    4.00  163.00  8.4181
    4.00  164.00  7.8398
    4.00  165.00  7.1749
    4.00  166.00  6.1666
    4.00  167.00  5.0400
    4.00  168.00  3.7030
    4.00  169.00  2.6241
    4.00  170.00  1.7176
    4.00  171.00  2.2957
    4.00  172.00  2.8564
    4.00  173.00  3.3887
    4.00  174.00  3.4711
    4.00  175.00  3.3607
    4.00  176.00  2.8976
    4.00  177.00  2.4446
    4.00  178.00  2.0062
    4.00  179.00  1.9053
    5.00    0.00  5.4247
    5.00    1.00  5.4300
    5.00    2.00  5.4528
    5.00    3.00  5.3697
    5.00    4.00  5.2131
    5.00    5.00  4.8487
    5.00    6.00  4.4244
    5.00    7.00  3.8807
    5.00    8.00  3.2992
    5.00    9.00  2.6945
    5.00   10.00  2.1143
    5.00   11.00  1.6659
    5.00   12.00  1.5224
    5.00   13.00  1.8651
    5.00   14.00  2.4812
    5.00   15.00  3.5343
    5.00   16.00  4.6697
    5.00   17.00  5.9609
    5.00   18.00  7.1828
    5.00   19.00  8.3635
    5.00   20.00  9.0002
    5.00   21.00  9.3280
    5.00   22.00  9.0822
    5.00   23.00  8.0895
    5.00   24.00  6.7303
    5.00   25.00  4.3685
    5.00   26.00  2.7025
    5.00   27.00  2.2212
    5.00   28.00  3.9710
    5.00   29.00  6.5892
    5.00   30.00  8.3954
    5.00   31.00  9.8470
    5.00   32.00 10.7437
    5.00   33.00 11.2573
    5.00   34.00 11.6164
    5.00   35.00 11.8285
    5.00   36.00 12.0089
    5.00   37.00 12.1456
    5.00   38.00 12.1261
    5.00   39.00 12.0286
    5.00   40.00 11.6724
    5.00   41.00 11.2243
    5.00   42.00 10.6592
    5.00   43.00 10.0270
    5.00   44.00  9.3698
    5.00   45.00  8.6678
    5.00   46.00  7.9225
    5.00   47.00  7.1265
    5.00   48.00  6.2161
    5.00   49.00  5.2530
    5.00   50.00  4.1413
    5.00   51.00  2.9679
    5.00   52.00  1.7303
    5.00   53.00  1.2279
    5.00   54.00  1.1308
    5.00   55.00  2.2772
    5.00   56.00  3.3685
    5.00   57.00  4.4068
    5.00   58.00  5.2840
    5.00   59.00  6.0874
    5.00   60.00  6.6975
    5.00   61.00  7.1613
    5.00   62.00  7.4955
    5.00   63.00  7.6444
    5.00   64.00  7.7480
    5.00   65.00  7.7851
    5.00   66.00  7.7937
    5.00   67.00  7.7800
    5.00   68.00  7.6436
    5.00   69.00  7.4515
    5.00   70.00  7.1261
    5.00   71.00  6.7921
    5.00   72.00  6.4519
    5.00   73.00  6.2962
    5.00   74.00  6.1879
    5.00   75.00  6.1692
    5.00   76.00  6.0114
    5.00   77.00  5.7610
    5.00   78.00  5.1495
    5.00   79.00  4.4775
    5.00   80.00  3.7087
    5.00   81.00  3.0678
    5.00   82.00  2.5054
    5.00   83.00  2.2730
    5.00   84.00  2.1070
    5.00   85.00  2.0663
    5.00   86.00  1.9484
    5.00   87.00  1.7890
    5.00   88.00  1.3659
    5.00   89.00  1.1517
    5.00   90.00  1.3672
    5.00   91.00  2.2571
    5.00   92.00  3.4812
    5.00   93.00  4.8881
    5.00   94.00  6.1959
    5.00   95.00  7.3195
    5.00   96.00  7.9897
    5.00   97.00  8.4448
    5.00   98.00  8.5335
    5.00   99.00  8.6686
    5.00  100.00  8.8795
    5.00  101.00  8.9676
    5.00  102.00  8.9602
    5.00  103.00  8.2035
    5.00  104.00  7.2678
    5.00  105.00  6.0637
    5.00  106.00  4.9870
    5.00  107.00  3.9489
    5.00  108.00  2.8410
    5.00  109.00  1.9540
    5.00  110.00  1.3721
    5.00  111.00  1.7068
    5.00  112.00  2.3342
    5.00  113.00  2.9906
    5.00  114.00  3.5576
    5.00  115.00  4.0107
    5.00  116.00  4.6403
    5.00  117.00  5.3625
    5.00  118.00  6.3896
    5.00  119.00  7.4313
    5.00  120.00  8.4894
    5.00  121.00  9.1043
    5.00  122.00  9.4820
    5.00  123.00  9.1057
    5.00  124.00  8.3987
    5.00  125.00  7.3474
    5.00  126.00  6.0782
    5.00  127.00  4.7584
    5.00  128.00  3.4091
    5.00  129.00  2.1027
    5.00  130.00  0.8375
    5.00  131.00  0.9219
    5.00  132.00  1.2584
    5.00  133.00  1.7251
    5.00  134.00  1.8633
    5.00  135.00  1.7219
    5.00  136.00  1.5259
    5.00  137.00  1.5855
    5.00  138.00  2.5776
    5.00  139.00  3.6231
    5.00  140.00  4.7106
    5.00  141.00  5.3228
    5.00  142.00  5.7647
    5.00  143.00  5.8346
    5.00  144.00  5.8078
    5.00  145.00  5.7109
    5.00  146.00  5.6230
    5.00  147.00  5.5377
    5.00  148.00  5.4574
    5.00  149.00  5.3945
    5.00  150.00  5.3426
    5.00  151.00  5.4307
    5.00  152.00  5.5952
    5.00  153.00  5.9287
    5.00  154.00  6.4006
    5.00  155.00  6.9537
    5.00  156.00  7.5970
    5.00  157.00  8.1998
    5.00  158.00  8.7063
    5.00  159.00  8.9986
    5.00  160.00  9.1755
    5.00  161.00  9.0161
    5.00  162.00  8.7691
    5.00  163.00  8.3589
    5.00  164.00  7.7851
    5.00  165.00  7.1275
    5.00  166.00  6.1330
    5.00  167.00  5.0196
    5.00  168.00  3.6950
    5.00  169.00  2.6118
    5.00  170.00  1.6940
    5.00  171.00  2.2589
    5.00  172.00  2.8123
    5.00  173.00  3.3469
    5.00  174.00  3.4353
    5.00  175.00  3.3324
    5.00  176.00  2.8791
    5.00  177.00  2.4350
    5.00  178.00  2.0039
    5.00  179.00  1.9048
    6.00    0.00  5.4260
    6.00    1.00  5.4326
    6.00    2.00  5.4612
    6.00    3.00  5.3884
    6.00    4.00  5.2452
    6.00    5.00  4.9066
    6.00    6.00  4.5121
    6.00    7.00  4.0062
    6.00    8.00  3.4612
    6.00    9.00  2.8921
    6.00   10.00  2.3253
    6.00   11.00  1.8561
    6.00   12.00  1.6146
    6.00   13.00  1.8800
    6.00   14.00  2.4306
    6.00   15.00  3.5052
    6.00   16.00  4.6626
    6.00   17.00  5.9732
    6.00   18.00  7.1902
    6.00   19.00  8.3533
    6.00   20.00  8.9539
    6.00   21.00  9.2516
    6.00   22.00  8.9868
    6.00   23.00  8.0002
    6.00   24.00  6.6586
    6.00   25.00  4.3273
    6.00   26.00  2.6725
    6.00   27.00  2.1698
    6.00   28.00  3.9373
    6.00   29.00  6.5899
    6.00   30.00  8.4398
    6.00   31.00  9.9261
    6.00   32.00 10.8437
    6.00   33.00 11.3475
    6.00   34.00 11.6834
    6.00   35.00 11.8499
    6.00   36.00 11.9871
    6.00   37.00 12.0841
    6.00   38.00 12.0418
    6.00   39.00 11.9287
    6.00   40.00 11.5741
    6.00   41.00 11.1341
    6.00   42.00 10.5854
    6.00   43.00  9.9824
    6.00   44.00  9.3576
    6.00   45.00  8.6855
    6.00   46.00  7.9508
    6.00   47.00  7.1426
    6.00   48.00  6.1869
    6.00   49.00  5.1714
    6.00   50.00  4.0150
    6.00   51.00  2.8096
    6.00   52.00  1.5533
    6.00   53.00  1.2079
    6.00   54.00  1.2829
    6.00   55.00  2.4996
    6.00   56.00  3.6281
    6.00   57.00  4.6719
    6.00   58.00  5.5211
    6.00   59.00  6.2888
    6.00   60.00  6.8556
    6.00   61.00  7.2881
    6.00   62.00  7.6015
    6.00   63.00  7.7591
    6.00   64.00  7.8747
    6.00   65.00  7.9194
    6.00   66.00  7.9097
    6.00   67.00  7.8572
    6.00   68.00  7.6597
    6.00   69.00  7.4032
    6.00   70.00  7.0107
    6.00   71.00  6.6069
    6.00   72.00  6.1951
    6.00   73.00  6.0116
    6.00   74.00  5.9021
    6.00   75.00  5.9468
    6.00   76.00  5.8711
    6.00   77.00  5.7153
    6.00   78.00  5.1677
    6.00   79.00  4.5420
    6.00   80.00  3.7801
    6.00   81.00  3.1135
    6.00   82.00  2.5054
    6.00   83.00  2.2143
    6.00   84.00  2.0007
    6.00   85.00  1.9380
    6.00   86.00  1.8198
    6.00   87.00  1.6718
    6.00   88.00  1.1850
    6.00   89.00  0.8739
    6.00   90.00  0.9264
    6.00   91.00  1.7041
    6.00   92.00  2.8427
    6.00   93.00  4.3389
    6.00   94.00  5.7770
    6.00   95.00  7.1072
    6.00   96.00  7.8448
    6.00   97.00  8.2999
    6.00   98.00  8.2318
    6.00   99.00  8.2447
    6.00  100.00  8.3895
    6.00  101.00  8.4659
    6.00  102.00  8.4688
    6.00  103.00  7.7382
    6.00  104.00  6.9016
    6.00  105.00  5.9060
    6.00  106.00  5.1476
    6.00  107.00  4.4552
    6.00  108.00  3.5625
    6.00  109.00  2.5467
    6.00  110.00  1.3608
    6.00  111.00  1.4195
    6.00  112.00  1.8983
    6.00  113.00  2.6226
    6.00  114.00  3.2373
    6.00  115.00  3.7124
    6.00  116.00  4.4258
    6.00  117.00  5.2548
    6.00  118.00  6.4338
    6.00  119.00  7.5724
    6.00  120.00  8.6655
    6.00  121.00  9.1667
    6.00  122.00  9.3938
    6.00  123.00  8.8550
    6.00  124.00  8.0624
    6.00  125.00  7.0058
    6.00  126.00  5.8337
    6.00  127.00  4.6321
    6.00  128.00  3.4014
    6.00  129.00  2.1854
    6.00  130.00  0.9833
    6.00  131.00  0.9594
    6.00  132.00  1.1841
    6.00  133.00  1.6356
    6.00  134.00  1.7381
    6.00  135.00  1.5433
    6.00  136.00  1.2662
    6.00  137.00  1.2827
    6.00  138.00  2.3794
    6.00  139.00  3.5040
    6.00  140.00  4.6505
    6.00  141.00  5.2776
    6.00  142.00  5.7241
    6.00  143.00  5.7814
    6.00  144.00  5.7474
    6.00  145.00  5.6474
    6.00  146.00  5.5699
    6.00  147.00  5.4966
    6.00  148.00  5.4298
    6.00  149.00  5.3798
    6.00  150.00  5.3405
    6.00  151.00  5.4423
    6.00  152.00  5.6203
    6.00  153.00  5.9664
    6.00  154.00  6.4431
    6.00  155.00  6.9966
    6.00  156.00  7.6230
    6.00  157.00  8.2071
    6.00  158.00  8.6920
    6.00  159.00  8.9673
    6.00  160.00  9.1296
    6.00  161.00  8.9627
    6.00  162.00  8.7106
    6.00  163.00  8.2996
    6.00  164.00  7.7305
    6.00  165.00  7.0801
    6.00  166.00  6.0994
    6.00  167.00  4.9992
    6.00  168.00  3.6869
    6.00  169.00  2.5996
    6.00  170.00  1.6703
    6.00  171.00  2.2220
    6.00  172.00  2.7681
    6.00  173.00  3.3051
    6.00  174.00  3.3995
    6.00  175.00  3.3041
    6.00  176.00  2.8607
    6.00  177.00  2.4253
    6.00  178.00  2.0017
    6.00  179.00  1.9043
    7.00    0.00  5.4276
    7.00    1.00  5.4355
    7.00    2.00  5.4701
    7.00    3.00  5.4074
    7.00    4.00  5.2771
    7.00    5.00  4.9622
    7.00    6.00  4.5946
    7.00    7.00  4.1221
    7.00    8.00  3.6097
    7.00    9.00  3.0729
    7.00   10.00  2.5313
    7.00   11.00  2.0746
    7.00   12.00  1.8162
    7.00   13.00  2.0439
    7.00   14.00  2.5451
    7.00   15.00  3.6076
    7.00   16.00  4.7530
    7.00   17.00  6.0502
    7.00   18.00  7.2397
    7.00   19.00  8.3679
    7.00   20.00  8.9277
    7.00   21.00  9.1906
    7.00   22.00  8.9020
    7.00   23.00  7.9102
    7.00   24.00  6.5723
    7.00   25.00  4.2594
    7.00   26.00  2.6329
    7.00   27.00  2.1751
    7.00   28.00  3.9654
    7.00   29.00  6.6321
    7.00   30.00  8.5027
    7.00   31.00 10.0020
    7.00   32.00 10.9207
    7.00   33.00 11.4051
    7.00   34.00 11.7133
    7.00   35.00 11.8431
    7.00   36.00 11.9472
    7.00   37.00 12.0161
    7.00   38.00 11.9564
    7.00   39.00 11.8306
    7.00   40.00 11.4748
    7.00   41.00 11.0396
    7.00   42.00 10.5034
    7.00   43.00  9.9234
    7.00   44.00  9.3247
    7.00   45.00  8.6790
    7.00   46.00  7.9557
    7.00   47.00  7.1412
    7.00   48.00  6.1420
    7.00   49.00  5.0740
    7.00   50.00  3.8672
    7.00   51.00  2.6764
    7.00   52.00  1.5023
    7.00   53.00  1.3710
    7.00   54.00  1.6427
    7.00   55.00  2.8387
    7.00   56.00  3.9499
    7.00   57.00  4.9796
    7.00   58.00  5.8062
    7.00   59.00  6.5523
    7.00   60.00  7.1080
    7.00   61.00  7.5397
    7.00   62.00  7.8615
    7.00   63.00  8.0125
    7.00   64.00  8.1106
    7.00   65.00  8.1058
    7.00   66.00  8.0347
    7.00   67.00  7.9117
    7.00   68.00  7.6527
    7.00   69.00  7.3447
    7.00   70.00  6.9294
    7.00   71.00  6.5251
    7.00   72.00  6.1288
    7.00   73.00  5.9578
    7.00   74.00  5.8518
    7.00   75.00  5.8749
    7.00   76.00  5.7763
    7.00   77.00  5.5965
    7.00   78.00  5.0445
    7.00   79.00  4.4185
    7.00   80.00  3.6635
    7.00   81.00  2.9984
    7.00   82.00  2.3882
    7.00   83.00  2.0641
    7.00   84.00  1.8172
    7.00   85.00  1.7225
    7.00   86.00  1.6249
    7.00   87.00  1.5257
    7.00   88.00  1.1535
    7.00   89.00  0.8587
    7.00   90.00  0.7268
    7.00   91.00  1.4032
    7.00   92.00  2.4821
    7.00   93.00  3.9855
    7.00   94.00  5.4158
    7.00   95.00  6.7104
    7.00   96.00  7.4282
    7.00   97.00  7.8725
    7.00   98.00  7.8492
    7.00   99.00  7.8877
    7.00  100.00  8.0271
    7.00  101.00  8.0927
    7.00  102.00  8.0949
    7.00  103.00  7.5524
    7.00  104.00  6.9368
    7.00  105.00  6.2117
    7.00  106.00  5.5952
    7.00  107.00  4.9945
    7.00  108.00  4.1384
    7.00  109.00  3.1382
    7.00  110.00  1.9392
    7.00  111.00  1.7306
    7.00  112.00  1.9036
    7.00  113.00  2.6964
    7.00  114.00  3.4415
    7.00  115.00  4.1258
    7.00  116.00  4.9639
    7.00  117.00  5.8696
    7.00  118.00  6.9551
    7.00  119.00  7.8828
    7.00  120.00  8.6326
    7.00  121.00  8.7542
    7.00  122.00  8.6345
    7.00  123.00  7.9829
    7.00  124.00  7.1949
    7.00  125.00  6.2649
    7.00  126.00  5.2274
    7.00  127.00  4.1561
    7.00  128.00  3.0270
    7.00  129.00  1.9241
    7.00  130.00  0.8461
    7.00  131.00  0.8293
    7.00  132.00  1.0261
    7.00  133.00  1.3861
    7.00  134.00  1.4434
    7.00  135.00  1.2427
    7.00  136.00  1.1833
    7.00  137.00  1.3998
    7.00  138.00  2.5264
    7.00  139.00  3.6499
    7.00  140.00  4.7709
    7.00  141.00  5.3799
    7.00  142.00  5.8065
    7.00  143.00  5.8356
    7.00  144.00  5.7648
    7.00  145.00  5.6216
    7.00  146.00  5.5154
    7.00  147.00  5.4249
    7.00  148.00  5.3681
    7.00  149.00  5.3410
    7.00  150.00  5.3330
    7.00  151.00  5.4521
    7.00  152.00  5.6378
    7.00  153.00  5.9701
    7.00  154.00  6.4229
    7.00  155.00  6.9465
    7.00  156.00  7.5478
    7.00  157.00  8.1126
    7.00  158.00  8.5908
    7.00  159.00  8.8679
    7.00  160.00  9.0367
    7.00  161.00  8.8769
    7.00  162.00  8.6313
    7.00  163.00  8.2256
    7.00  164.00  7.6631
    7.00  165.00  7.0200
    7.00  166.00  6.0500
    7.00  167.00  4.9603
    7.00  168.00  3.6578
    7.00  169.00  2.5681
    7.00  170.00  1.6314
    7.00  171.00  2.1778
    7.00  172.00  2.7216
    7.00  173.00  3.2614
    7.00  174.00  3.3624
    7.00  175.00  3.2751
    7.00  176.00  2.8423
    7.00  177.00  2.4162
    7.00  178.00  1.9999
    7.00  179.00  1.9041
    8.00    0.00  5.4291
    8.00    1.00  5.4385
    8.00    2.00  5.4791
    8.00    3.00  5.4265
    8.00    4.00  5.3091
    8.00    5.00  5.0176
    8.00    6.00  4.6764
    8.00    7.00  4.2366
    8.00    8.00  3.7563
    8.00    9.00  3.2514
    8.00   10.00  2.7368
    8.00   11.00  2.2970
    8.00   12.00  2.0328
    8.00   13.00  2.2282
    8.00   14.00  2.6821
    8.00   15.00  3.7279
    8.00   16.00  4.8566
    8.00   17.00  6.1361
    8.00   18.00  7.2950
    8.00   19.00  8.3859
    8.00   20.00  8.9044
    8.00   21.00  9.1318
    8.00   22.00  8.8187
    8.00   23.00  7.8202
    8.00   24.00  6.4841
    8.00   25.00  4.1880
    8.00   26.00  2.5919
    8.00   27.00  2.1881
    8.00   28.00  4.0019
    8.00   29.00  6.6799
    8.00   30.00  8.5680
    8.00   31.00 10.0774
    8.00   32.00 10.9946
    8.00   33.00 11.4583
    8.00   34.00 11.7382
    8.00   35.00 11.8324
    8.00   36.00 11.9049
    8.00   37.00 11.9473
    8.00   38.00 11.8709
    8.00   39.00 11.7327
    8.00   40.00 11.3753
    8.00   41.00 10.9445
    8.00   42.00 10.4202
    8.00   43.00  9.8625
    8.00   44.00  9.2890
    8.00   45.00  8.6692
    8.00   46.00  7.9574
    8.00   47.00  7.1374
    8.00   48.00  6.0950
    8.00   49.00  4.9745
    8.00   50.00  3.7165
    8.00   51.00  2.5467
    8.00   52.00  1.4685
    8.00   53.00  1.5591
    8.00   54.00  2.0307
    8.00   55.00  3.1936
    8.00   56.00  4.2801
    8.00   57.00  5.2932
    8.00   58.00  6.0980
    8.00   59.00  6.8244
    8.00   60.00  7.3733
    8.00   61.00  7.8084
    8.00   62.00  8.1426
    8.00   63.00  8.2848
    8.00   64.00  8.3615
    8.00   65.00  8.2993
    8.00   66.00  8.1611
    8.00   67.00  7.9631
    8.00   68.00  7.6425
    8.00   69.00  7.2847
    8.00   70.00  6.8527
    8.00   71.00  6.4574
    8.00   72.00  6.0886
    8.00   73.00  5.9356
    8.00   74.00  5.8336
    8.00   75.00  5.8236
    8.00   76.00  5.6876
    8.00   77.00  5.4678
    8.00   78.00  4.9020
    8.00   79.00  4.2693
    8.00   80.00  3.5213
    8.00   81.00  2.8613
    8.00   82.00  2.2551
    8.00   83.00  1.9015
    8.00   84.00  1.6232
    8.00   85.00  1.4951
    8.00   86.00  1.4209
    8.00   87.00  1.3757
    8.00   88.00  1.1423
    8.00   89.00  0.8793
    8.00   90.00  0.5600
    8.00   91.00  1.1366
    8.00   92.00  2.1593
    8.00   93.00  3.6588
    8.00   94.00  5.0625
    8.00   95.00  6.2883
    8.00   96.00  6.9746
    8.00   97.00  7.4066
    8.00   98.00  7.4556
    8.00   99.00  7.5399
    8.00  100.00  7.6820
    8.00  101.00  7.7370
    8.00  102.00  7.7369
    8.00  103.00  7.4047
    8.00  104.00  7.0268
    8.00  105.00  6.5806
    8.00  106.00  6.0818
